cod;nome;período;valor
26;PE;2014;46.36
22;PI;2014;23.6
41;PR;2014;18.53
33;RJ;2014;45.12
24;RN;2014;62.77
11;RO;2014;34.68
14;RR;2014;27.75
43;RS;2014;33.4
42;SC;2014;19.44
28;SE;2014;60.1
35;SP;2014;19.06
17;TO;2014;25.58
12;AC;2015;28.08
27;AL;2015;66.41
13;AM;2015;42.84
16;AP;2015;45.47
29;BA;2015;44.82
23;CE;2015;35.82
53;DF;2015;34.75
32;ES;2015;49.64
52;GO;2015;55.99
21;MA;2015;37.48
31;MG;2015;27.95
50;MS;2015;28.63
51;MT;2015;43.78
15;PA;2015;51.48
25;PB;2015;52.71
26;PE;2015;52.81
22;PI;2015;21.31
41;PR;2015;19.66
33;RJ;2015;38.67
24;RN;2015;62.08
11;RO;2015;36.86
14;RR;2015;44.89
43;RS;2015;35.87
42;SC;2015;23.26
28;SE;2015;70.43
35;SP;2015;16.22
17;TO;2015;32.5
12;AC;2016;46.94
27;AL;2016;69.74
13;AM;2016;42.97
16;AP;2016;59.39
29;BA;2016;52.43
23;CE;2016;38.92
53;DF;2016;34.48
32;ES;2016;42.31
52;GO;2016;55.5
21;MA;2016;37.88
31;MG;2016;27.2
50;MS;2016;28.57
51;MT;2016;42.31
15;PA;2016;57.7
25;PB;2016;46.52
26;PE;2016;60.4
22;PI;2016;24
41;PR;2016;18.97
33;RJ;2016;47.61
24;RN;2016;70.48
11;RO;2016;41.51
14;RR;2016;46.17
43;RS;2016;36.83
42;SC;2016;22.36
28;SE;2016;78.95
35;SP;2016;13.53
17;TO;2016;38.49
12;AC;2017;65.56
27;AL;2017;67.9
13;AM;2017;48.66
16;AP;2017;55.23
29;BA;2017;55.33
23;CE;2017;75.64
53;DF;2017;25.97
32;ES;2017;50.24
52;GO;2017;52.98
21;MA;2017;34.95
31;MG;2017;25.13
50;MS;2017;28.45
51;MT;2017;38.45
15;PA;2017;61.72
25;PB;2017;46.4
26;PE;2017;73.18
22;PI;2017;21.47
41;PR;2017;18.99
33;RJ;2017;49.92
24;RN;2017;87.04
11;RO;2017;32.41
14;RR;2017;54.85
43;RS;2017;36.74
42;SC;2017;22.88
28;SE;2017;68.8
35;SP;2017;12.62
17;TO;2017;37.73
11;RO;2018;29.07
12;AC;2018;52.83
13;AM;2018;44.72
14;RR;2018;87.52
15;PA;2018;60.03
16;AP;2018;58.27
17;TO;2018;39.01
21;MA;2018;31.36
22;PI;2018;20.35
23;CE;2018;69.5
24;RN;2018;71.65
25;PB;2018;43.63
26;PE;2018;56
27;AL;2018;48.26
28;SE;2018;59.43
29;BA;2018;50.77
31;MG;2018;19.87
32;ES;2018;39.09
33;RJ;2018;50.58
35;SP;2018;9.79
41;PR;2018;17.73
42;SC;2018;12.6
43;RS;2018;28.36
50;MS;2018;24.89
51;MT;2018;33.33
52;GO;2018;47.68
53;DF;2018;22.54
11;RO;2019;26.3
12;AC;2019;40.02
13;AM;2019;42.19
14;RR;2019;41.99
15;PA;2019;44.84
16;AP;2019;51.14
17;TO;2019;30.25
21;MA;2019;26.18
22;PI;2019;18.49
23;CE;2019;33.99
24;RN;2019;55.58
25;PB;2019;31.8
26;PE;2019;45.25
27;AL;2019;44.08
28;SE;2019;51.51
29;BA;2019;47.22
31;MG;2019;16.62
32;ES;2019;35.66
33;RJ;2019;27.47
35;SP;2019;9.09
41;PR;2019;14.75
42;SC;2019;13.77
43;RS;2019;22.02
50;MS;2019;20.48
51;MT;2019;28.99
52;GO;2019;39
53;DF;2019;21.12
